samples,times,losses,model
56400,328,0.9559000134468079,MabExp3Ix
56500,329,0.9555000066757202,MabExp3Ix
56600,329,0.9560999870300293,MabExp3Ix
56700,330,0.9564999938011169,MabExp3Ix
56800,330,0.95660001039505,MabExp3Ix
56900,331,0.9574999809265137,MabExp3Ix
57000,331,0.9570000171661377,MabExp3Ix
57100,332,0.9574999809265137,MabExp3Ix
57200,333,0.958899974822998,MabExp3Ix
57300,333,0.9598000049591064,MabExp3Ix
57400,334,0.9606999754905701,MabExp3Ix
57500,334,0.9610000252723694,MabExp3Ix
57600,335,0.960099995136261,MabExp3Ix
57700,336,0.9598000049591064,MabExp3Ix
57800,336,0.9603000283241272,MabExp3Ix
57900,337,0.9603999853134155,MabExp3Ix
58000,338,0.9603999853134155,MabExp3Ix
58100,338,0.9605000019073486,MabExp3Ix
58200,339,0.9609000086784363,MabExp3Ix
58300,339,0.9610999822616577,MabExp3Ix
58400,340,0.9617000222206116,MabExp3Ix
58500,340,0.9620000123977661,MabExp3Ix
58600,341,0.9621999859809875,MabExp3Ix
58700,341,0.9616000056266785,MabExp3Ix
58800,342,0.9611999988555908,MabExp3Ix
58900,343,0.960099995136261,MabExp3Ix
59000,343,0.9599000215530396,MabExp3Ix
59100,344,0.9603999853134155,MabExp3Ix
59200,344,0.9603000283241272,MabExp3Ix
59300,345,0.9598000049591064,MabExp3Ix
59400,345,0.9606000185012817,MabExp3Ix
59500,346,0.9603000283241272,MabExp3Ix
59600,347,0.9598000049591064,MabExp3Ix
59700,347,0.9595999717712402,MabExp3Ix
59800,348,0.9585999846458435,MabExp3Ix
59900,348,0.958899974822998,MabExp3Ix
60000,349,0.958299994468689,MabExp3Ix
60100,350,0.9581999778747559,MabExp3Ix
60200,350,0.958299994468689,MabExp3Ix
60300,351,0.9591000080108643,MabExp3Ix
60400,351,0.9598000049591064,MabExp3Ix
60500,352,0.9592000246047974,MabExp3Ix
60600,352,0.9591000080108643,MabExp3Ix
60700,353,0.9588000178337097,MabExp3Ix
